dataset,battery_id,n_cycles,SOH_first,SOH_last,SOH_drop_pp,fade_rate_pp_per_cycle
NASA,B0053,55,100.34084627207898,0.0,100.34084627207898,1.8243790231287087
NASA,B0054,102,105.54551089911743,0.0,105.54551089911743,1.034759910775661
NASA,B0045,71,104.8304456709109,68.56665153060774,36.26379414030316,0.5107576639479319
NASA,B0032,39,101.02750296778851,87.25343727422954,13.774065693558967,0.3531811716297171
NASA,B0047,71,101.08017834011409,76.70094371135242,24.379234628761665,0.3433695018135446
NASA,B0046,71,100.86670696740268,76.7605515881637,24.106155379238984,0.33952331520054907
NASA,B0029,39,101.05528333462932,88.31196158805038,12.743321746578943,0.32675183965587035
NASA,B0030,39,101.1115771387332,88.6951020341852,12.416475104547999,0.31837115652687176
NASA,B0048,71,100.58515461728807,81.60045180122599,18.984702816062082,0.26739018050791663
NASA,B0055,101,103.36017526759416,77.58591531828732,25.77425994930684,0.25519069256739446
NASA,B0006,168,100.50353771765535,58.54780848469419,41.95572923296116,0.24973648352953073
NASA,B0044,112,101.44754716103242,75.10706786086998,26.340479300162443,0.23518285089430752
NASA,B0031,39,101.04052008503601,91.91366841065364,9.126851674382365,0.23402183780467603
NASA,B0043,112,101.07424028292516,75.30102155869507,25.77321872423009,0.23011802432348297
NASA,B0018,132,100.64068021427622,72.75687346079181,27.883806753484407,0.21124096025366976
NASA,B0042,112,100.0,77.36792810014151,22.632071899858488,0.20207207053445078
NASA,B0028,28,100.0,95.15421152010136,4.845788479898644,0.17306387428209444
NASA,B0005,168,100.55029091401708,71.76838931689599,28.78190159712109,0.1713208428400065
NASA,B0056,101,102.03816237706332,85.69690252464761,16.341259852415703,0.16179465200411589
NASA,B0025,28,99.9945853703505,95.7056131686318,4.288972201718707,0.15317757863281095
NASA,B0007,168,100.5524448294735,76.16758143909068,24.38486339038282,0.1451479963713263
MIT,b2c1,169,99.92212738114988,77.041175088964,22.88095229218588,0.1353902502496206
NASA,B0027,28,100.49989619735884,97.5667013662667,2.9331948310921376,0.10475695825329064
MIT,b4c31,832,99.8869868904223,24.422600266486413,75.4643866239359,0.09070238776915372
NASA,B0026,28,99.98428554708937,97.53071783921045,2.4535677078789178,0.08762741813853278
MIT,b4c25,567,99.92934696087475,51.28625381047654,48.643093150398215,0.08579028774320673
MIT,b4c26,579,99.91991790524982,51.10683711005043,48.81308079519939,0.08430583902452399
MIT,b4c4,912,99.87424558390697,24.095872885796478,75.77837269811049,0.08309032094091062
MIT,b4c15,871,99.92553845586349,36.95945652200507,62.96608193385842,0.07229171289765605
MIT,b4c9,529,99.9075714897561,61.75097498906608,38.156596500690014,0.07212967202398868
MIT,b4c36,713,99.95078879475484,50.065340968068874,49.88544782668597,0.06996556497431412
MIT,b2c0,325,99.82690702899824,77.10457832494254,22.7223287040557,0.06991485755094061
MIT,b4c14,767,99.99194135644973,46.73024260946984,53.26169874697989,0.06944158897911329
MIT,b4c27,563,99.89617062704038,64.50825769186224,35.387912935178136,0.06285597324187946
MIT,b2c3,360,99.92729671249447,77.32230101690001,22.604995695594454,0.06279165470998459
MIT,b4c43,951,99.8927305887109,43.54516292548929,56.34756766322162,0.05925085979308267
MIT,b4c41,997,99.9224545600559,40.98582785669058,58.93662670336532,0.0591139686091929
MIT,b4c3,911,99.94792636505507,49.294619856261114,50.65330650879395,0.05560187322589896
MIT,b4c42,915,99.92264177850416,50.56704642578551,49.355595352718645,0.05394054136909141
MIT,b4c10,1082,99.94182952768173,41.99124968576843,57.9505798419133,0.053558761406574215
MIT,b4c21,903,99.91299432995692,53.16707360831165,46.74592072164527,0.051767354066052346
MIT,b2c46,448,99.84103456544112,76.98807321755422,22.852961347886904,0.051011074437247554
MIT,b2c41,451,99.79003271980774,77.21397446407009,22.57605825573765,0.050057778837555765
MIT,b2c2,463,99.81936467916054,76.72326672566658,23.096097953493967,0.04988358089307552
MIT,b4c30,719,99.92719072649602,64.57899682398465,35.34819390251137,0.049162995691949055
MIT,b4c22,745,99.90157004853887,63.311244045800976,36.590326002737896,0.04911453154729919
MIT,b2c4,470,99.88623237660845,76.87005344750811,23.016178929100334,0.04897059346617092
MIT,b4c7,562,99.96334187201032,72.49372949323131,27.469612378779004,0.04887831384124378
MIT,b2c39,479,99.92028326679619,76.66111595829122,23.25916730850497,0.04855776056055317
MIT,b2c42,491,99.83533092178011,76.49752917664536,23.337801745134755,0.047531164450376286
MIT,b2c43,486,99.83213216513985,76.81591114052114,23.016221024618716,0.04735847947452411
MIT,b2c38,486,99.9571845501902,77.10277015866846,22.854414391521743,0.04702554401547684
MIT,b2c35,485,99.96806549585334,77.25416675591927,22.713898739934066,0.04683278090708055
MIT,b4c33,530,99.93170833863536,75.13115670879644,24.80055162983892,0.04679349364120551
MIT,b2c26,497,99.78725346672394,76.53919948022892,23.248053986495023,0.04677676858449703
MIT,b2c25,486,99.85356919816715,77.2811782950088,22.57239090315835,0.046445248771930764
MIT,b2c37,501,99.87347820277347,76.81321736493084,23.060260837842634,0.04602846474619288
MIT,b2c14,508,99.8646817520082,76.53345736270958,23.33122438929861,0.04592760706554845
MIT,b2c11,504,99.88586386819709,76.90069699839496,22.98516686980213,0.04560548982103597
MIT,b2c15,207,100.08234009940386,90.65269098099151,9.429649118412357,0.045553860475422016
MIT,b2c27,494,99.84933242262653,77.38253704414814,22.466795378478395,0.04547934287141375
MIT,b2c13,519,99.87691568627432,76.31245202203405,23.564463664240265,0.04540359087522209
MIT,b4c13,869,99.94557172144381,60.724802617807086,39.22076910363673,0.045133221062873104
MIT,b2c5,506,99.89711119090708,77.17581536808986,22.721295822817225,0.044903746685409536
MIT,b2c21,519,99.86063390476926,76.63260485979562,23.22802904497364,0.04475535461459275
MIT,b4c1,861,99.94008854238645,61.465711984674265,38.47437655771218,0.044685687058899165
MIT,b2c45,513,99.8798425468976,76.97984083009598,22.900001716801626,0.04463937956491545
MIT,b2c30,506,99.8765019536311,77.30489400195528,22.57160795167583,0.04460792085311429
