battery_id,cycle_idx,current_pred,target,found,cf_pred,n_features_changed,changed_features
b4c38,51,100.16541290283203,85.16541290283203,True,82.4930419921875,3,"{'SCV_rel': (0.9992240841638612, 0.8), 'VDEDT': (-4.146243714378322e-05, 6609443.45926618), 'MET_rel': (0.9995811138829085, 23.0)}"
b4c38,51,100.16541290283203,85.16541290283203,True,82.26534271240234,2,"{'SCV_rel': (0.9992240841638612, 0.8), 'VDEDT': (-4.146243714378322e-05, 21841678.70688844)}"
b4c38,51,100.16541290283203,85.16541290283203,True,82.26534271240234,2,"{'SCV_rel': (0.9992240841638612, 0.8), 'VDEDT': (-4.146243714378322e-05, 21828104.6668147)}"
b3c0,406,98.83810424804688,83.83810424804688,True,81.84363555908203,2,"{'ICHV_rel': (0.9200779477500013, 35.5), 'SCV_rel': (0.9860885771610945, 0.8)}"
b3c0,406,98.83810424804688,83.83810424804688,True,82.99519348144531,2,"{'SCV_rel': (0.9860885771610945, 0.8), 'MATD_rel': (1.39309390929769, 2.9)}"
b3c0,406,98.83810424804688,83.83810424804688,True,82.72095489501953,2,"{'SCV_rel': (0.9860885771610945, 0.8), 'VIECT_rel': (0.0019445000000000157, 1.8)}"
b3c35,521,98.07833099365234,83.07833099365234,True,81.82405853271484,2,"{'ICHV_rel': (0.8716243905784135, 9.3), 'SCV_rel': (0.9792557524157015, 0.8)}"
b3c35,521,98.07833099365234,83.07833099365234,True,82.87230682373047,2,"{'SCV_rel': (0.9792557524157015, 0.8), 'TEVI_rel': (0.9588593658904982, 19.7)}"
b3c35,521,98.07833099365234,83.07833099365234,True,82.76753234863281,2,"{'SCV_rel': (0.9792557524157015, 0.8), 'MET_rel': (0.973064962974773, 14.9)}"
b1c4,333,99.55052185058594,84.55052185058594,True,81.95427703857422,2,"{'SCV_rel': (0.9934309121352868, 0.8), 'VDEDT': (0.05307072172754475, 10707633.94532258)}"
b1c4,333,99.55052185058594,84.55052185058594,True,82.0897445678711,2,"{'SCV_rel': (0.9934309121352868, 0.8), 'MATD_rel': (-0.20946684674762395, 8.2)}"
b1c4,333,99.55052185058594,84.55052185058594,True,81.94453430175781,2,"{'SCV_rel': (0.9934309121352868, 0.8), 'MATD_rel': (-0.20946684674762395, -5.5)}"
b3c0,376,99.03601837158203,84.03601837158203,True,82.90751647949219,1,"{'SCV_rel': (0.9883873299273916, 0.8)}"
b3c0,376,99.03601837158203,84.03601837158203,True,81.43092346191406,2,"{'ICHV_rel': (0.920540554217309, 14.5), 'SCV_rel': (0.9883873299273916, 0.8)}"
b3c0,376,99.03601837158203,84.03601837158203,True,82.8155517578125,2,"{'SCV_rel': (0.9883873299273916, 0.8), 'MATD_rel': (1.3236044524287607, -5.6)}"
