cell,channel,clip_lo,clip_hi,raw_min,raw_max,raw_mean,frac_cycles_fully_saturated,frac_values_clipped,n_cycles
CS2_35,V_t,1.9996912479400635,3.621530780792236,2.699296236038208,4.192368507385254,3.5866193291206656,0.0,0.4432832618025751,932
CS2_35,I_t,-4.0003981590271,2.0114288330078125,-1.1002829001748167,-1.9243103452026844e-05,-1.076746258886971,0.0,0.0,932
CS2_35,T_t,28.9660320854187,40.35412986755371,0.0,0.0,0.0,1.0,1.0,932
CS2_35,dQdV,-1.1572681069374082,0.002095230179838815,-8.244215022291197,7.110995642159564,-0.5723041447828364,0.0,0.2569152360515021,932
CS2_35,dVdQ,-53775.162656249995,4987.053476562494,-3569517.6056063073,271583.85135662515,-142993.05839308345,0.0,0.13756437768240343,932
CS2_35,dIdV,-45.34424579620361,41.10185420989986,-23.738229022106317,24.04950307183165,0.6964682085056968,0.0,0.0,932
CS2_36,V_t,1.9996912479400635,3.621530780792236,2.699369430541992,4.193889617919922,3.5819716762109124,0.00205761316872428,0.4439969135802469,972
CS2_36,I_t,-4.0003981590271,2.0114288330078125,-1.1004215740869658,-0.00016460729239042848,-1.0775128544204098,0.0,0.0,972
CS2_36,T_t,28.9660320854187,40.35412986755371,0.0,0.0,0.0,1.0,1.0,972
CS2_36,dQdV,-1.1572681069374082,0.002095230179838815,-8.282148863625194,7.161529139325298,-0.5595056297793106,0.0,0.2469598765432099,972
CS2_36,dVdQ,-53775.162656249995,4987.053476562494,-558966.4920227057,42524.42787066884,-12692.874561300405,0.0,0.08891460905349795,972
CS2_36,dIdV,-45.34424579620361,41.10185420989986,-23.982504533917357,24.677792871667712,0.6108436432207287,0.0,0.0,972
CS2_37,V_t,1.9996912479400635,3.621530780792236,2.6990625858306885,4.194193363189697,3.587600906139071,0.0,0.44708293153326906,1037
CS2_37,I_t,-4.0003981590271,2.0114288330078125,-1.1001546382904053,-3.960076719522476e-05,-1.098372956112291,0.0,0.0,1037
CS2_37,T_t,28.9660320854187,40.35412986755371,0.0,0.0,0.0,1.0,1.0,1037
CS2_37,dQdV,-1.1572681069374082,0.002095230179838815,-7.1933349090536485,6.884879850785343,-0.6233930564745256,0.0,0.22332690453230472,1037
CS2_37,dVdQ,-53775.162656249995,4987.053476562494,-989411.7196153549,75271.60281102754,-581.1672957648783,0.0,0.0013066538090646094,1037
CS2_37,dIdV,-45.34424579620361,41.10185420989986,-22.78313176828018,24.68855047530216,0.04181161480863848,0.0,0.0,1037
